Component,Eigenvalue,ExplainedVariance,CumulativeVariance
40,38.3851,0.0811229,0.329146
40,32.8493,0.0694235,0.398569
40,25.9067,0.0547512,0.45332
40,18.3714,0.038826,0.492146
40,16.3101,0.0344698,0.526616
40,13.7162,0.0289878,0.555604
40,12.9422,0.0273519,0.582956
40,10.425,0.0220322,0.604988
40,10.1398,0.0214294,0.626418
40,9.4428,0.0199564,0.646374
40,8.78415,0.0185644,0.664938
40,8.20572,0.0173419,0.68228
40,7.45581,0.0157571,0.698037
40,6.53969,0.013821,0.711858
40,6.46997,0.0136736,0.725532
40,6.02989,0.0127436,0.738275
40,5.79834,0.0122542,0.75053
40,4.72617,0.00998828,0.760518
40,4.4378,0.00937883,0.769897
40,4.23813,0.00895686,0.778854
40,3.93646,0.00831929,0.787173
40,3.86972,0.00817825,0.795351
40,3.57162,0.00754826,0.802899
40,3.34735,0.00707429,0.809974
40,3.14736,0.00665163,0.816625
40,2.91189,0.00615398,0.822779
40,2.90322,0.00613566,0.828915
40,2.7839,0.00588349,0.834799
40,2.75014,0.00581214,0.840611
40,2.54082,0.00536977,0.84598
40,2.35416,0.00497527,0.850956
40,2.21914,0.00468993,0.855646
40,2.14369,0.00453046,0.860176
40,2.0561,0.00434536,0.864521
40,1.97413,0.00417211,0.868694
40,1.86562,0.00394279,0.872636
40,1.7467,0.00369148,0.876328
40,1.69496,0.00358213,0.87991
41,68.9735,0.145768,0.145768
41,48.3839,0.102254,0.248023
41,38.3851,0.0811229,0.329146
41,32.8493,0.0694235,0.398569
41,25.9067,0.0547512,0.45332
41,18.3714,0.038826,0.492146
41,16.3101,0.0344698,0.526616
41,13.7162,0.0289878,0.555604
41,12.9422,0.0273519,0.582956
41,10.425,0.0220322,0.604988
41,10.1398,0.0214294,0.626418
41,9.4428,0.0199564,0.646374
41,8.78415,0.0185644,0.664938
41,8.20572,0.0173419,0.68228
41,7.45581,0.0157571,0.698037
41,6.53969,0.013821,0.711858
41,6.46997,0.0136736,0.725532
41,6.02989,0.0127436,0.738275
41,5.79834,0.0122542,0.75053
41,4.72617,0.00998828,0.760518
41,4.4378,0.00937883,0.769897
41,4.23813,0.00895686,0.778854
41,3.93646,0.00831929,0.787173
41,3.86972,0.00817825,0.795351
41,3.57162,0.00754826,0.802899
41,3.34735,0.00707429,0.809974
41,3.14736,0.00665163,0.816625
41,2.91189,0.00615398,0.822779
41,2.90322,0.00613566,0.828915
41,2.7839,0.00588349,0.834799
41,2.75014,0.00581214,0.840611
41,2.54082,0.00536977,0.84598
41,2.35416,0.00497527,0.850956
41,2.21914,0.00468993,0.855646
41,2.14369,0.00453046,0.860176
41,2.0561,0.00434536,0.864521
41,1.97413,0.00417211,0.868694
41,1.86562,0.00394279,0.872636
41,1.7467,0.00369148,0.876328
41,1.69496,0.00358213,0.87991
41,1.64313,0.0034726,0.883383
42,68.9735,0.145768,0.145768
42,48.3839,0.102254,0.248023
42,38.3851,0.0811229,0.329146
42,32.8493,0.0694235,0.398569
42,25.9067,0.0547512,0.45332
42,18.3714,0.038826,0.492146
42,16.3101,0.0344698,0.526616
42,13.7162,0.0289878,0.555604
42,12.9422,0.0273519,0.582956
42,10.425,0.0220322,0.604988
42,10.1398,0.0214294,0.626418
42,9.4428,0.0199564,0.646374
42,8.78415,0.0185644,0.664938
42,8.20572,0.0173419,0.68228
42,7.45581,0.0157571,0.698037
42,6.53969,0.013821,0.711858
42,6.46997,0.0136736,0.725532
42,6.02989,0.0127436,0.738275
42,5.79834,0.0122542,0.75053
42,4.72617,0.00998828,0.760518
42,4.4378,0.00937883,0.769897
42,4.23813,0.00895686,0.778854
42,3.93646,0.00831929,0.787173
42,3.86972,0.00817825,0.795351
42,3.57162,0.00754826,0.802899
42,3.34735,0.00707429,0.809974
42,3.14736,0.00665163,0.816625
42,2.91189,0.00615398,0.822779
42,2.90322,0.00613566,0.828915
42,2.7839,0.00588349,0.834799
42,2.75014,0.00581214,0.840611
42,2.54082,0.00536977,0.84598
42,2.35416,0.00497527,0.850956
42,2.21914,0.00468993,0.855646
42,2.14369,0.00453046,0.860176
42,2.0561,0.00434536,0.864521
42,1.97413,0.00417211,0.868694
42,1.86562,0.00394279,0.872636
42,1.7467,0.00369148,0.876328
42,1.69496,0.00358213,0.87991
42,1.64313,0.0034726,0.883383
42,1.56177,0.00330064,0.886683
43,68.9735,0.145768,0.145768
43,48.3839,0.102254,0.248023
43,38.3851,0.0811229,0.329146
43,32.8493,0.0694235,0.398569
43,25.9067,0.0547512,0.45332
43,18.3714,0.038826,0.492146
43,16.3101,0.0344698,0.526616
43,13.7162,0.0289878,0.555604
43,12.9422,0.0273519,0.582956
43,10.425,0.0220322,0.604988
43,10.1398,0.0214294,0.626418
43,9.4428,0.0199564,0.646374
43,8.78415,0.0185644,0.664938
43,8.20572,0.0173419,0.68228
43,7.45581,0.0157571,0.698037
43,6.53969,0.013821,0.711858
43,6.46997,0.0136736,0.725532
43,6.02989,0.0127436,0.738275
43,5.79834,0.0122542,0.75053
43,4.72617,0.00998828,0.760518
43,4.4378,0.00937883,0.769897
43,4.23813,0.00895686,0.778854
43,3.93646,0.00831929,0.787173
43,3.86972,0.00817825,0.795351
43,3.57162,0.00754826,0.802899
43,3.34735,0.00707429,0.809974
43,3.14736,0.00665163,0.816625
43,2.91189,0.00615398,0.822779
43,2.90322,0.00613566,0.828915
43,2.7839,0.00588349,0.834799
43,2.75014,0.00581214,0.840611
43,2.54082,0.00536977,0.84598
43,2.35416,0.00497527,0.850956
43,2.21914,0.00468993,0.855646
43,2.14369,0.00453046,0.860176
43,2.0561,0.00434536,0.864521
43,1.97413,0.00417211,0.868694
43,1.86562,0.00394279,0.872636
43,1.7467,0.00369148,0.876328
43,1.69496,0.00358213,0.87991
43,1.64313,0.0034726,0.883383
43,1.56177,0.00330064,0.886683
43,1.48409,0.00313648,0.88982
44,68.9735,0.145768,0.145768
44,48.3839,0.102254,0.248023
44,38.3851,0.0811229,0.329146
44,32.8493,0.0694235,0.398569
44,25.9067,0.0547512,0.45332
44,18.3714,0.038826,0.492146
44,16.3101,0.0344698,0.526616
44,13.7162,0.0289878,0.555604
44,12.9422,0.0273519,0.582956
44,10.425,0.0220322,0.604988
44,10.1398,0.0214294,0.626418
44,9.4428,0.0199564,0.646374
44,8.78415,0.0185644,0.664938
44,8.20572,0.0173419,0.68228
44,7.45581,0.0157571,0.698037
44,6.53969,0.013821,0.711858
44,6.46997,0.0136736,0.725532
44,6.02989,0.0127436,0.738275
44,5.79834,0.0122542,0.75053
44,4.72617,0.00998828,0.760518
44,4.4378,0.00937883,0.769897
44,4.23813,0.00895686,0.778854
44,3.93646,0.00831929,0.787173
44,3.86972,0.00817825,0.795351
44,3.57162,0.00754826,0.802899
44,3.34735,0.00707429,0.809974
44,3.14736,0.00665163,0.816625
44,2.91189,0.00615398,0.822779
44,2.90322,0.00613566,0.828915
44,2.7839,0.00588349,0.834799
44,2.75014,0.00581214,0.840611
44,2.54082,0.00536977,0.84598
44,2.35416,0.00497527,0.850956
44,2.21914,0.00468993,0.855646
44,2.14369,0.00453046,0.860176
44,2.0561,0.00434536,0.864521
44,1.97413,0.00417211,0.868694
44,1.86562,0.00394279,0.872636
44,1.7467,0.00369148,0.876328
44,1.69496,0.00358213,0.87991
44,1.64313,0.0034726,0.883383
44,1.56177,0.00330064,0.886683
44,1.48409,0.00313648,0.88982
44,1.37029,0.00289597,0.892716
45,68.9735,0.145768,0.145768
45,48.3839,0.102254,0.248023
45,38.3851,0.0811229,0.329146
45,32.8493,0.0694235,0.398569
45,25.9067,0.0547512,0.45332
45,18.3714,0.038826,0.492146
45,16.3101,0.0344698,0.526616
45,13.7162,0.0289878,0.555604
45,12.9422,0.0273519,0.582956
45,10.425,0.0220322,0.604988
45,10.1398,0.0214294,0.626418
45,9.4428,0.0199564,0.646374
45,8.78415,0.0185644,0.664938
45,8.20572,0.0173419,0.68228
45,7.45581,0.0157571,0.698037
45,6.53969,0.013821,0.711858
45,6.46997,0.0136736,0.725532
45,6.02989,0.0127436,0.738275
45,5.79834,0.0122542,0.75053
45,4.72617,0.00998828,0.760518
45,4.4378,0.00937883,0.769897
45,4.23813,0.00895686,0.778854
45,3.93646,0.00831929,0.787173
45,3.86972,0.00817825,0.795351
45,3.57162,0.00754826,0.802899
45,3.34735,0.00707429,0.809974
45,3.14736,0.00665163,0.816625
45,2.91189,0.00615398,0.822779
45,2.90322,0.00613566,0.828915
45,2.7839,0.00588349,0.834799
45,2.75014,0.00581214,0.840611
45,2.54082,0.00536977,0.84598
45,2.35416,0.00497527,0.850956
45,2.21914,0.00468993,0.855646
45,2.14369,0.00453046,0.860176
45,2.0561,0.00434536,0.864521
45,1.97413,0.00417211,0.868694
45,1.86562,0.00394279,0.872636
45,1.7467,0.00369148,0.876328
45,1.69496,0.00358213,0.87991
45,1.64313,0.0034726,0.883383
45,1.56177,0.00330064,0.886683
45,1.48409,0.00313648,0.88982
45,1.37029,0.00289597,0.892716
45,1.34152,0.00283516,0.895551
46,68.9735,0.145768,0.145768
46,48.3839,0.102254,0.248023
46,38.3851,0.0811229,0.329146
46,32.8493,0.0694235,0.398569
46,25.9067,0.0547512,0.45332
46,18.3714,0.038826,0.492146
46,16.3101,0.0344698,0.526616
46,13.7162,0.0289878,0.555604
46,12.9422,0.0273519,0.582956
46,10.425,0.0220322,0.604988
46,10.1398,0.0214294,0.626418
46,9.4428,0.0199564,0.646374
46,8.78415,0.0185644,0.664938
46,8.20572,0.0173419,0.68228
46,7.45581,0.0157571,0.698037
46,6.53969,0.013821,0.711858
46,6.46997,0.0136736,0.725532
46,6.02989,0.0127436,0.738275
46,5.79834,0.0122542,0.75053
46,4.72617,0.00998828,0.760518
46,4.4378,0.00937883,0.769897
46,4.23813,0.00895686,0.778854
46,3.93646,0.00831929,0.787173
46,3.86972,0.00817825,0.795351
46,3.57162,0.00754826,0.802899
46,3.34735,0.00707429,0.809974
46,3.14736,0.00665163,0.816625
46,2.91189,0.00615398,0.822779
46,2.90322,0.00613566,0.828915
46,2.7839,0.00588349,0.834799
46,2.75014,0.00581214,0.840611
46,2.54082,0.00536977,0.84598
46,2.35416,0.00497527,0.850956
46,2.21914,0.00468993,0.855646
46,2.14369,0.00453046,0.860176
46,2.0561,0.00434536,0.864521
46,1.97413,0.00417211,0.868694
46,1.86562,0.00394279,0.872636
46,1.7467,0.00369148,0.876328
46,1.69496,0.00358213,0.87991
46,1.64313,0.0034726,0.883383
46,1.56177,0.00330064,0.886683
46,1.48409,0.00313648,0.88982
46,1.37029,0.00289597,0.892716
46,1.34152,0.00283516,0.895551
46,1.29914,0.00274559,0.898296
47,68.9735,0.145768,0.145768
47,48.3839,0.102254,0.248023
47,38.3851,0.0811229,0.329146
47,32.8493,0.0694235,0.398569
47,25.9067,0.0547512,0.45332
47,18.3714,0.038826,0.492146
47,16.3101,0.0344698,0.526616
47,13.7162,0.0289878,0.555604
47,12.9422,0.0273519,0.582956
47,10.425,0.0220322,0.604988
47,10.1398,0.0214294,0.626418
47,9.4428,0.0199564,0.646374
47,8.78415,0.0185644,0.664938
47,8.20572,0.0173419,0.68228
47,7.45581,0.0157571,0.698037
47,6.53969,0.013821,0.711858
47,6.46997,0.0136736,0.725532
47,6.02989,0.0127436,0.738275
47,5.79834,0.0122542,0.75053
47,4.72617,0.00998828,0.760518
47,4.4378,0.00937883,0.769897
47,4.23813,0.00895686,0.778854
47,3.93646,0.00831929,0.787173
47,3.86972,0.00817825,0.795351
47,3.57162,0.00754826,0.802899
47,3.34735,0.00707429,0.809974
47,3.14736,0.00665163,0.816625
47,2.91189,0.00615398,0.822779
47,2.90322,0.00613566,0.828915
47,2.7839,0.00588349,0.834799
47,2.75014,0.00581214,0.840611
47,2.54082,0.00536977,0.84598
47,2.35416,0.00497527,0.850956
47,2.21914,0.00468993,0.855646
47,2.14369,0.00453046,0.860176
47,2.0561,0.00434536,0.864521
47,1.97413,0.00417211,0.868694
47,1.86562,0.00394279,0.872636
47,1.7467,0.00369148,0.876328
47,1.69496,0.00358213,0.87991
47,1.64313,0.0034726,0.883383
47,1.56177,0.00330064,0.886683
47,1.48409,0.00313648,0.88982
47,1.37029,0.00289597,0.892716
47,1.34152,0.00283516,0.895551
47,1.29914,0.00274559,0.898296
47,1.21802,0.00257415,0.900871
48,68.9735,0.145768,0.145768
48,48.3839,0.102254,0.248023
48,38.3851,0.0811229,0.329146
48,32.8493,0.0694235,0.398569
48,25.9067,0.0547512,0.45332
48,18.3714,0.038826,0.492146
48,16.3101,0.0344698,0.526616
48,13.7162,0.0289878,0.555604
48,12.9422,0.0273519,0.582956
48,10.425,0.0220322,0.604988
48,10.1398,0.0214294,0.626418
48,9.4428,0.0199564,0.646374
48,8.78415,0.0185644,0.664938
48,8.20572,0.0173419,0.68228
48,7.45581,0.0157571,0.698037
48,6.53969,0.013821,0.711858
48,6.46997,0.0136736,0.725532
48,6.02989,0.0127436,0.738275
48,5.79834,0.0122542,0.75053
48,4.72617,0.00998828,0.760518
48,4.4378,0.00937883,0.769897
48,4.23813,0.00895686,0.778854
48,3.93646,0.00831929,0.787173
48,3.86972,0.00817825,0.795351
48,3.57162,0.00754826,0.802899
48,3.34735,0.00707429,0.809974
48,3.14736,0.00665163,0.816625
48,2.91189,0.00615398,0.822779
48,2.90322,0.00613566,0.828915
48,2.7839,0.00588349,0.834799
48,2.75014,0.00581214,0.840611
48,2.54082,0.00536977,0.84598
48,2.35416,0.00497527,0.850956
48,2.21914,0.00468993,0.855646
48,2.14369,0.00453046,0.860176
48,2.0561,0.00434536,0.864521
48,1.97413,0.00417211,0.868694
48,1.86562,0.00394279,0.872636
48,1.7467,0.00369148,0.876328
48,1.69496,0.00358213,0.87991
48,1.64313,0.0034726,0.883383
48,1.56177,0.00330064,0.886683
48,1.48409,0.00313648,0.88982
48,1.37029,0.00289597,0.892716
48,1.34152,0.00283516,0.895551
48,1.29914,0.00274559,0.898296
48,1.21802,0.00257415,0.900871
48,1.17513,0.00248351,0.903354
49,68.9735,0.145768,0.145768
49,48.3839,0.102254,0.248023
49,38.3851,0.0811229,0.329146
49,32.8493,0.0694235,0.398569
49,25.9067,0.0547512,0.45332
49,18.3714,0.038826,0.492146
49,16.3101,0.0344698,0.526616
49,13.7162,0.0289878,0.555604
49,12.9422,0.0273519,0.582956
49,10.425,0.0220322,0.604988
49,10.1398,0.0214294,0.626418
49,9.4428,0.0199564,0.646374
49,8.78415,0.0185644,0.664938
49,8.20572,0.0173419,0.68228
49,7.45581,0.0157571,0.698037
49,6.53969,0.013821,0.711858
49,6.46997,0.0136736,0.725532
49,6.02989,0.0127436,0.738275
49,5.79834,0.0122542,0.75053
49,4.72617,0.00998828,0.760518
49,4.4378,0.00937883,0.769897
49,4.23813,0.00895686,0.778854
49,3.93646,0.00831929,0.787173
49,3.86972,0.00817825,0.795351
49,3.57162,0.00754826,0.802899
49,3.34735,0.00707429,0.809974
49,3.14736,0.00665163,0.816625
49,2.91189,0.00615398,0.822779
49,2.90322,0.00613566,0.828915
49,2.7839,0.00588349,0.834799
49,2.75014,0.00581214,0.840611
49,2.54082,0.00536977,0.84598
49,2.35416,0.00497527,0.850956
49,2.21914,0.00468993,0.855646
49,2.14369,0.00453046,0.860176
49,2.0561,0.00434536,0.864521
49,1.97413,0.00417211,0.868694
49,1.86562,0.00394279,0.872636
49,1.7467,0.00369148,0.876328
49,1.69496,0.00358213,0.87991
49,1.64313,0.0034726,0.883383
49,1.56177,0.00330064,0.886683
49,1.48409,0.00313648,0.88982
49,1.37029,0.00289597,0.892716
49,1.34152,0.00283516,0.895551
49,1.29914,0.00274559,0.898296
49,1.21802,0.00257415,0.900871
49,1.17513,0.00248351,0.903354
49,1.1665,0.00246527,0.905819
50,68.9735,0.145768,0.145768
50,48.3839,0.102254,0.248023
50,38.3851,0.0811229,0.329146
50,32.8493,0.0694235,0.398569
50,25.9067,0.0547512,0.45332
50,18.3714,0.038826,0.492146
50,16.3101,0.0344698,0.526616
50,13.7162,0.0289878,0.555604
50,12.9422,0.0273519,0.582956
50,10.425,0.0220322,0.604988
50,10.1398,0.0214294,0.626418
50,9.4428,0.0199564,0.646374
50,8.78415,0.0185644,0.664938
50,8.20572,0.0173419,0.68228
50,7.45581,0.0157571,0.698037
50,6.53969,0.013821,0.711858
50,6.46997,0.0136736,0.725532
50,6.02989,0.0127436,0.738275
50,5.79834,0.0122542,0.75053
50,4.72617,0.00998828,0.760518
50,4.4378,0.00937883,0.769897
50,4.23813,0.00895686,0.778854
50,3.93646,0.00831929,0.787173
50,3.86972,0.00817825,0.795351
50,3.57162,0.00754826,0.802899
50,3.34735,0.00707429,0.809974
50,3.14736,0.00665163,0.816625
50,2.91189,0.00615398,0.822779
50,2.90322,0.00613566,0.828915
50,2.7839,0.00588349,0.834799
50,2.75014,0.00581214,0.840611
50,2.54082,0.00536977,0.84598
50,2.35416,0.00497527,0.850956
50,2.21914,0.00468993,0.855646
50,2.14369,0.00453046,0.860176
50,2.0561,0.00434536,0.864521
50,1.97413,0.00417211,0.868694
50,1.86562,0.00394279,0.872636
50,1.7467,0.00369148,0.876328
50,1.69496,0.00358213,0.87991
50,1.64313,0.0034726,0.883383
50,1.56177,0.00330064,0.886683
50,1.48409,0.00313648,0.88982
50,1.37029,0.00289597,0.892716
50,1.34152,0.00283516,0.895551
50,1.29914,0.00274559,0.898296
50,1.21802,0.00257415,0.900871
50,1.17513,0.00248351,0.903354
50,1.1665,0.00246527,0.905819
50,1.11464,0.00235567,0.908175
